,Team,Round,HomeAway,FinalScore,Date,Day,Time,Venue,ActualCrowd,Season,Opposition,WinLoss,LadderPosition,Margin,OppLadderPosition,Last5
226,Port Adelaide,14,Home,82,2022-06-18,Saturday,1,Adelaide Oval,30445,2022,Sydney,Win,12,23,7,3
227,Sydney,14,Away,59,2022-06-18,Saturday,1,Adelaide Oval,30445,2022,Port Adelaide,Loss,7,-23,12,3
228,West Coast,14,Home,63,2022-06-18,Saturday,3,Perth Stadium,32526,2022,Geelong,Loss,18,-18,4,0
229,Geelong,14,Away,81,2022-06-18,Saturday,3,Perth Stadium,32526,2022,West Coast,Win,4,18,18,4
230,Greater Western Sydney,14,Home,105,2022-06-18,Saturday,7,Sydney Showground,6208,2022,Western Bulldogs,Loss,13,-20,10,2
231,Western Bulldogs,14,Away,125,2022-06-18,Saturday,7,Sydney Showground,6208,2022,Greater Western Sydney,Win,10,20,13,3
232,Gold Coast,14,Home,116,2022-06-19,Sunday,3,Carrara,10507,2022,Adelaide,Win,11,43,15,4
233,Adelaide,14,Away,73,2022-06-19,Sunday,3,Carrara,10507,2022,Gold Coast,Loss,15,-43,11,1
234,Melbourne,15,Home,117,2022-06-23,Thursday,7,MCG,37728,2022,Brisbane Lions,Win,1,64,3,2
235,Brisbane Lions,15,Away,53,2022-06-23,Thursday,7,MCG,37728,2022,Melbourne,Loss,3,-64,1,3
236,Western Bulldogs,15,Home,125,2022-06-24,Friday,7,Docklands,32505,2022,Hawthorn,Win,8,42,15,4
237,Hawthorn,15,Away,83,2022-06-24,Friday,7,Docklands,32505,2022,Western Bulldogs,Loss,15,-42,8,1
238,West Coast,15,Home,107,2022-06-24,Friday,7,Perth Stadium,40933,2022,Essendon,Win,17,10,16,0
239,Essendon,15,Away,97,2022-06-24,Friday,7,Perth Stadium,40933,2022,West Coast,Loss,16,-10,17,1
240,Carlton,15,Home,81,2022-06-25,Saturday,2,Docklands,35441,2022,Fremantle,Win,5,31,4,3
241,Fremantle,15,Away,50,2022-06-25,Saturday,2,Docklands,35441,2022,Carlton,Loss,4,-31,5,3
242,Geelong,15,Home,89,2022-06-25,Saturday,5,MCG,59335,2022,Richmond,Win,2,3,9,4
243,Richmond,15,Away,86,2022-06-25,Saturday,5,MCG,59335,2022,Geelong,Loss,9,-3,2,4
244,Sydney,15,Home,83,2022-06-25,Saturday,7,MCG,31513,2022,St Kilda,Win,6,51,10,3
245,St Kilda,15,Away,32,2022-06-25,Saturday,7,MCG,31513,2022,Sydney,Loss,10,-51,6,3
246,North Melbourne,15,Home,58,2022-06-26,Sunday,1,Bellerive Oval,5072,2022,Adelaide,Loss,18,-57,13,0
247,Adelaide,15,Away,115,2022-06-26,Sunday,1,Bellerive Oval,5072,2022,North Melbourne,Win,13,57,18,1
248,Collingwood,15,Home,88,2022-06-26,Sunday,3,MCG,30804,2022,Greater Western Sydney,Win,7,11,14,4
249,Greater Western Sydney,15,Away,77,2022-06-26,Sunday,3,MCG,30804,2022,Collingwood,Loss,14,-11,7,2
250,Port Adelaide,15,Home,93,2022-06-26,Sunday,4,Adelaide Oval,26241,2022,Gold Coast,Win,12,2,11,3
251,Gold Coast,15,Away,91,2022-06-26,Sunday,4,Adelaide Oval,26241,2022,Port Adelaide,Loss,11,-2,12,4
252,Brisbane Lions,16,Home,108,2022-06-30,Thursday,7,Gabba,25011,2022,Western Bulldogs,Win,3,41,10,2
253,Western Bulldogs,16,Away,67,2022-06-30,Thursday,7,Gabba,25011,2022,Brisbane Lions,Loss,10,-41,3,4
254,Carlton,16,Home,78,2022-07-01,Friday,8,Docklands,43194,2022,St Kilda,Loss,5,-15,9,3
255,St Kilda,16,Away,93,2022-07-01,Friday,8,Docklands,43194,2022,Carlton,Win,9,15,5,2
256,Essendon,16,Home,95,2022-07-02,Saturday,2,MCG,43163,2022,Sydney,Win,16,9,8,1
257,Sydney,16,Away,86,2022-07-02,Saturday,2,MCG,43163,2022,Essendon,Loss,8,-9,16,3
258,Adelaide,16,Home,65,2022-07-02,Saturday,4,Adelaide Oval,30702,2022,Melbourne,Loss,14,-29,1,2
259,Melbourne,16,Away,94,2022-07-02,Saturday,4,Adelaide Oval,30702,2022,Adelaide,Win,1,29,14,2
260,Gold Coast,16,Home,62,2022-07-02,Saturday,7,Carrara,16027,2022,Collingwood,Loss,11,-5,6,3
261,Collingwood,16,Away,67,2022-07-02,Saturday,7,Carrara,16027,2022,Gold Coast,Win,6,5,11,5
262,Geelong,16,Home,144,2022-07-02,Saturday,7,Kardinia Park,18091,2022,North Melbourne,Win,2,112,18,5
263,North Melbourne,16,Away,32,2022-07-02,Saturday,7,Kardinia Park,18091,2022,Geelong,Loss,18,-112,2,0
264,Richmond,16,Home,128,2022-07-03,Sunday,2,MCG,39391,2022,West Coast,Win,7,35,17,3
265,West Coast,16,Away,93,2022-07-03,Sunday,2,MCG,39391,2022,Richmond,Loss,17,-35,7,1
266,Greater Western Sydney,16,Home,72,2022-07-03,Sunday,3,Sydney Showground,4812,2022,Hawthorn,Win,13,22,15,2
267,Hawthorn,16,Away,50,2022-07-03,Sunday,3,Sydney Showground,4812,2022,Greater Western Sydney,Loss,15,-22,13,1
268,Fremantle,16,Home,99,2022-07-03,Sunday,3,Perth Stadium,41326,2022,Port Adelaide,Win,4,8,12,3
269,Port Adelaide,16,Away,91,2022-07-03,Sunday,3,Perth Stadium,41326,2022,Fremantle,Loss,12,-8,4,3
270,Geelong,17,Home,91,2022-07-07,Thursday,7,Kardinia Park,21501,2022,Melbourne,Win,1,28,2,5
271,Melbourne,17,Away,63,2022-07-07,Thursday,7,Kardinia Park,21501,2022,Geelong,Loss,2,-28,1,2
272,Sydney,17,Home,120,2022-07-08,Friday,8,SCG,22226,2022,Western Bulldogs,Win,7,53,10,3
273,Western Bulldogs,17,Away,67,2022-07-08,Friday,8,SCG,22226,2022,Sydney,Loss,10,-53,7,3
274,Collingwood,17,Home,88,2022-07-09,Saturday,2,MCG,45039,2022,North Melbourne,Win,6,7,18,5
275,North Melbourne,17,Away,81,2022-07-09,Saturday,2,MCG,45039,2022,Collingwood,Loss,18,-7,6,0
276,Gold Coast,17,Home,94,2022-07-09,Saturday,5,Carrara,18031,2022,Richmond,Win,11,2,8,3
277,Richmond,17,Away,92,2022-07-09,Saturday,5,Carrara,18031,2022,Gold Coast,Loss,8,-2,11,3
278,St Kilda,17,Home,70,2022-07-09,Saturday,7,Docklands,21652,2022,Fremantle,Loss,9,-41,3,2
279,Fremantle,17,Away,111,2022-07-09,Saturday,7,Docklands,21652,2022,St Kilda,Win,3,41,9,4
280,Port Adelaide,17,Home,84,2022-07-09,Saturday,7,Adelaide Oval,24744,2022,Greater Western Sydney,Win,12,55,13,3
281,Greater Western Sydney,17,Away,29,2022-07-09,Saturday,7,Adelaide Oval,24744,2022,Port Adelaide,Loss,13,-55,12,2
282,Brisbane Lions,17,Home,90,2022-07-10,Sunday,1,Gabba,29101,2022,Essendon,Loss,4,-10,16,3
283,Essendon,17,Away,100,2022-07-10,Sunday,1,Gabba,29101,2022,Brisbane Lions,Win,16,10,4,2
284,Hawthorn,17,Home,86,2022-07-10,Sunday,3,Docklands,18833,2022,Adelaide,Win,14,32,15,0
285,Adelaide,17,Away,54,2022-07-10,Sunday,3,Docklands,18833,2022,Hawthorn,Loss,15,-32,14,2
286,West Coast,17,Home,53,2022-07-10,Sunday,3,Perth Stadium,43359,2022,Carlton,Loss,17,-63,5,1
287,Carlton,17,Away,116,2022-07-10,Sunday,3,Perth Stadium,43359,2022,West Coast,Win,5,63,17,2
288,Western Bulldogs,18,Home,84,2022-07-15,Friday,8,Docklands,25981,2022,St Kilda,Win,9,28,10,2
289,St Kilda,18,Away,56,2022-07-15,Friday,8,Docklands,25981,2022,Western Bulldogs,Loss,10,-28,9,1
290,Adelaide,18,Home,86,2022-07-16,Saturday,1,Adelaide Oval,30110,2022,Collingwood,Loss,16,-5,5,2
291,Collingwood,18,Away,91,2022-07-16,Saturday,1,Adelaide Oval,30110,2022,Adelaide,Win,5,5,16,5
292,Greater Western Sydney,18,Home,59,2022-07-16,Saturday,2,Manuka Oval,9010,2022,Brisbane Lions,Loss,15,-40,3,2
293,Brisbane Lions,18,Away,99,2022-07-16,Saturday,2,Manuka Oval,9010,2022,Greater Western Sydney,Win,3,40,15,2
294,North Melbourne,18,Home,92,2022-07-16,Saturday,5,Docklands,22666,2022,Richmond,Win,18,4,8,0
295,Richmond,18,Away,88,2022-07-16,Saturday,5,Docklands,22666,2022,North Melbourne,Loss,8,-4,18,3
296,Carlton,18,Home,55,2022-07-16,Saturday,7,MCG,68208,2022,Geelong,Loss,7,-30,1,3
297,Geelong,18,Away,85,2022-07-16,Saturday,7,MCG,68208,2022,Carlton,Win,1,30,7,5
298,Fremantle,18,Home,65,2022-07-16,Saturday,6,Perth Stadium,46596,2022,Sydney,Loss,4,-17,6,4
299,Sydney,18,Away,82,2022-07-16,Saturday,6,Perth Stadium,46596,2022,Fremantle,Win,6,17,4,3
300,Hawthorn,18,Home,102,2022-07-17,Sunday,1,MCG,22598,2022,West Coast,Win,13,25,17,1
301,West Coast,18,Away,77,2022-07-17,Sunday,1,MCG,22598,2022,Hawthorn,Loss,17,-25,13,1
302,Melbourne,18,Home,83,2022-07-17,Sunday,3,Traeger Park,6312,2022,Port Adelaide,Win,2,14,11,2
303,Port Adelaide,18,Away,69,2022-07-17,Sunday,3,Traeger Park,6312,2022,Melbourne,Loss,11,-14,2,3
304,Essendon,18,Home,103,2022-07-17,Sunday,5,Docklands,23484,2022,Gold Coast,Win,14,48,12,3
305,Gold Coast,18,Away,55,2022-07-17,Sunday,5,Docklands,23484,2022,Essendon,Loss,12,-48,14,3
306,Richmond,19,Home,52,2022-07-22,Friday,8,Docklands,23549,2022,Fremantle,Loss,10,0,5,2
307,Fremantle,19,Away,52,2022-07-22,Friday,8,Docklands,23549,2022,Richmond,Win,5,0,10,3
308,Sydney,19,Home,118,2022-07-23,Saturday,2,SCG,25084,2022,Adelaide,Win,6,33,16,3
309,Adelaide,19,Away,85,2022-07-23,Saturday,2,SCG,25084,2022,Sydney,Loss,16,-33,6,1
310,North Melbourne,19,Home,75,2022-07-23,Saturday,2,Bellerive Oval,9713,2022,Hawthorn,Loss,18,-46,13,1
311,Hawthorn,19,Away,121,2022-07-23,Saturday,2,Bellerive Oval,9713,2022,North Melbourne,Win,13,46,18,2
312,Port Adelaide,19,Home,94,2022-07-23,Saturday,4,Adelaide Oval,30937,2022,Geelong,Loss,11,-12,1,3
313,Geelong,19,Away,106,2022-07-23,Saturday,4,Adelaide Oval,30937,2022,Port Adelaide,Win,1,12,11,5
314,Brisbane Lions,19,Home,110,2022-07-23,Saturday,7,Gabba,21467,2022,Gold Coast,Win,3,17,12,3
315,Gold Coast,19,Away,93,2022-07-23,Saturday,7,Gabba,21467,2022,Brisbane Lions,Loss,12,-17,3,2
316,Western Bulldogs,19,Home,110,2022-07-23,Saturday,7,Docklands,26501,2022,Melbourne,Win,8,10,2,3
317,Melbourne,19,Away,100,2022-07-23,Saturday,7,Docklands,26501,2022,Western Bulldogs,Loss,2,-10,8,3
318,Carlton,19,Home,90,2022-07-24,Sunday,1,Docklands,30295,2022,Greater Western Sydney,Win,7,36,15,2
319,Greater Western Sydney,19,Away,54,2022-07-24,Sunday,1,Docklands,30295,2022,Carlton,Loss,15,-36,7,1
320,Collingwood,19,Home,80,2022-07-24,Sunday,3,MCG,72402,2022,Essendon,Win,4,4,14,5
321,Essendon,19,Away,76,2022-07-24,Sunday,3,MCG,72402,2022,Collingwood,Loss,14,-4,4,4
322,West Coast,19,Home,62,2022-07-24,Sunday,3,Perth Stadium,35665,2022,St Kilda,Loss,17,-28,9,1
323,St Kilda,19,Away,90,2022-07-24,Sunday,3,Perth Stadium,35665,2022,West Coast,Win,9,28,17,1
324,Collingwood,20,Home,88,2022-07-30,Saturday,2,MCG,40716,2022,Port Adelaide,Win,3,6,12,5
325,Port Adelaide,20,Away,82,2022-07-30,Saturday,2,MCG,40716,2022,Collingwood,Loss,12,-6,3,2
326,Essendon,20,Home,114,2022-07-31,Sunday,5,Docklands,29549,2022,North Melbourne,Win,14,48,18,3
327,North Melbourne,20,Away,66,2022-07-31,Sunday,5,Docklands,29549,2022,Essendon,Loss,18,-48,14,1
328,Geelong,20,Home,94,2022-07-30,Saturday,7,Kardinia Park,22106,2022,Western Bulldogs,Win,1,28,10,5
329,Western Bulldogs,20,Away,66,2022-07-30,Saturday,7,Kardinia Park,22106,2022,Geelong,Loss,10,-28,1,3
330,Gold Coast,20,Home,107,2022-07-31,Sunday,1,Carrara,8282,2022,West Coast,Win,11,3,17,1
331,West Coast,20,Away,104,2022-07-31,Sunday,1,Carrara,8282,2022,Gold Coast,Loss,17,-3,11,1
332,Richmond,20,Home,104,2022-07-31,Sunday,3,MCG,39056,2022,Brisbane Lions,Win,9,7,5,1
333,Brisbane Lions,20,Away,97,2022-07-31,Sunday,3,MCG,39056,2022,Richmond,Loss,5,-7,9,3
334,St Kilda,20,Home,75,2022-07-30,Saturday,5,Docklands,25348,2022,Hawthorn,Win,8,12,13,2
335,Hawthorn,20,Away,63,2022-07-30,Saturday,5,Docklands,25348,2022,St Kilda,Loss,13,-12,8,3
336,Sydney,20,Home,112,2022-07-30,Saturday,2,SCG,31916,2022,Greater Western Sydney,Win,4,73,16,4
337,Greater Western Sydney,20,Away,39,2022-07-30,Saturday,2,SCG,31916,2022,Sydney,Loss,16,-73,4,1
338,Adelaide,20,Home,84,2022-07-30,Saturday,8,Adelaide Oval,35666,2022,Carlton,Win,15,29,7,1
339,Carlton,20,Away,55,2022-07-30,Saturday,8,Adelaide Oval,35666,2022,Adelaide,Loss,7,-29,15,3
340,Fremantle,20,Home,39,2022-07-29,Friday,8,Perth Stadium,46313,2022,Melbourne,Loss,6,-46,2,3
341,Melbourne,20,Away,85,2022-07-29,Friday,8,Perth Stadium,46313,2022,Fremantle,Win,2,46,6,3
342,Melbourne,21,Home,89,2022-08-05,Friday,8,MCG,70596,2022,Collingwood,Loss,3,-7,2,3
343,Collingwood,21,Away,96,2022-08-05,Friday,8,MCG,70596,2022,Melbourne,Win,2,7,3,5
344,Hawthorn,21,Home,70,2022-08-06,Saturday,2,York Park,9022,2022,Gold Coast,Win,13,7,11,3
345,Gold Coast,21,Away,63,2022-08-06,Saturday,2,York Park,9022,2022,Hawthorn,Loss,11,-7,13,2
346,Greater Western Sydney,21,Home,96,2022-08-06,Saturday,2,Sydney Showground,7772,2022,Essendon,Win,16,27,14,1
347,Essendon,21,Away,69,2022-08-06,Saturday,2,Sydney Showground,7772,2022,Greater Western Sydney,Loss,14,-27,16,4
348,Western Bulldogs,21,Home,78,2022-08-06,Saturday,5,Docklands,24130,2022,Fremantle,Loss,10,-17,6,2
349,Fremantle,21,Away,95,2022-08-06,Saturday,5,Docklands,24130,2022,Western Bulldogs,Win,6,17,10,3
350,Geelong,21,Home,110,2022-08-06,Saturday,7,Kardinia Park,20583,2022,St Kilda,Win,1,45,9,5
351,St Kilda,21,Away,65,2022-08-06,Saturday,7,Kardinia Park,20583,2022,Geelong,Loss,9,-45,1,3
352,Port Adelaide,21,Home,71,2022-08-06,Saturday,7,Adelaide Oval,27091,2022,Richmond,Loss,12,-38,8,1
353,Richmond,21,Away,109,2022-08-06,Saturday,7,Adelaide Oval,27091,2022,Port Adelaide,Win,8,38,12,2
354,North Melbourne,21,Home,88,2022-08-07,Sunday,1,Docklands,19091,2022,Sydney,Loss,18,-38,4,1
355,Sydney,21,Away,126,2022-08-07,Sunday,1,Docklands,19091,2022,North Melbourne,Win,4,38,18,4
356,Brisbane Lions,21,Home,114,2022-08-07,Sunday,3,Gabba,31011,2022,Carlton,Win,5,33,7,3
357,Carlton,21,Away,81,2022-08-07,Sunday,3,Gabba,31011,2022,Brisbane Lions,Loss,7,-33,5,2
358,West Coast,21,Home,86,2022-08-07,Sunday,2,Perth Stadium,50117,2022,Adelaide,Loss,17,-16,15,0
359,Adelaide,21,Away,102,2022-08-07,Sunday,2,Perth Stadium,50117,2022,West Coast,Win,15,16,17,1
360,St Kilda,22,Home,66,2022-08-12,Friday,8,Docklands,22211,2022,Brisbane Lions,Loss,10,-15,4,2
361,Brisbane Lions,22,Away,81,2022-08-12,Friday,8,Docklands,22211,2022,St Kilda,Win,4,15,10,3
362,Western Bulldogs,22,Home,62,2022-08-13,Saturday,2,Docklands,18301,2022,Greater Western Sydney,Win,9,5,16,2
363,Greater Western Sydney,22,Away,57,2022-08-13,Saturday,2,Docklands,18301,2022,Western Bulldogs,Loss,16,-5,9,1
364,Adelaide,22,Home,103,2022-08-13,Saturday,2,Adelaide Oval,28802,2022,North Melbourne,Win,14,29,18,2
365,North Melbourne,22,Away,74,2022-08-13,Saturday,2,Adelaide Oval,28802,2022,Adelaide,Loss,18,-29,14,1
366,Gold Coast,22,Home,59,2022-08-13,Saturday,5,Carrara,14728,2022,Geelong,Loss,12,-60,1,2
367,Geelong,22,Away,119,2022-08-13,Saturday,5,Carrara,14728,2022,Gold Coast,Win,1,60,12,5
368,Melbourne,22,Home,79,2022-08-13,Saturday,7,MCG,55705,2022,Carlton,Win,3,5,8,2
369,Carlton,22,Away,74,2022-08-13,Saturday,7,MCG,55705,2022,Melbourne,Loss,8,-5,3,2
370,Fremantle,22,Home,71,2022-08-13,Saturday,6,Perth Stadium,53818,2022,West Coast,Win,6,24,17,3
371,West Coast,22,Away,47,2022-08-13,Saturday,6,Perth Stadium,53818,2022,Fremantle,Loss,17,-24,6,0
372,Richmond,22,Home,128,2022-08-14,Sunday,1,MCG,59338,2022,Hawthorn,Win,7,61,13,2
373,Hawthorn,22,Away,67,2022-08-14,Sunday,1,MCG,59338,2022,Richmond,Loss,13,-61,7,4
374,Sydney,22,Home,77,2022-08-14,Sunday,3,SCG,44659,2022,Collingwood,Win,2,27,5,5
375,Collingwood,22,Away,50,2022-08-14,Sunday,3,SCG,44659,2022,Sydney,Loss,5,-27,2,5
376,Essendon,22,Home,62,2022-08-14,Sunday,5,Docklands,20568,2022,Port Adelaide,Loss,15,-84,11,3
377,Port Adelaide,22,Away,146,2022-08-14,Sunday,5,Docklands,20568,2022,Essendon,Win,11,84,15,1
378,Brisbane Lions,23,Home,57,2022-08-19,Friday,8,Gabba,32172,2022,Melbourne,Loss,6,-58,2,4
379,Melbourne,23,Away,115,2022-08-19,Friday,8,Gabba,32172,2022,Brisbane Lions,Win,2,58,6,3
380,Carlton,23,Home,74,2022-08-21,Sunday,3,MCG,88287,2022,Collingwood,Loss,9,-1,4,1
381,Collingwood,23,Away,75,2022-08-21,Sunday,3,MCG,88287,2022,Carlton,Win,4,1,9,4
382,Essendon,23,Home,75,2022-08-20,Saturday,7,MCG,58366,2022,Richmond,Loss,15,-66,7,2
383,Richmond,23,Away,141,2022-08-20,Saturday,7,MCG,58366,2022,Essendon,Win,7,66,15,3
384,Geelong,23,Home,131,2022-08-20,Saturday,5,Kardinia Park,21098,2022,West Coast,Win,1,85,17,5
385,West Coast,23,Away,46,2022-08-20,Saturday,5,Kardinia Park,21098,2022,Geelong,Loss,17,-85,1,0
386,Greater Western Sydney,23,Home,69,2022-08-20,Saturday,2,Manuka Oval,7338,2022,Fremantle,Loss,16,-20,5,1
387,Fremantle,23,Away,89,2022-08-20,Saturday,2,Manuka Oval,7338,2022,Greater Western Sydney,Win,5,20,16,3
388,Hawthorn,23,Home,64,2022-08-21,Sunday,1,York Park,13105,2022,Western Bulldogs,Loss,13,-23,8,3
389,Western Bulldogs,23,Away,87,2022-08-21,Sunday,1,York Park,13105,2022,Hawthorn,Win,8,23,13,3
390,North Melbourne,23,Home,47,2022-08-20,Saturday,2,Docklands,14196,2022,Gold Coast,Loss,18,-67,12,1
391,Gold Coast,23,Away,114,2022-08-20,Saturday,2,Docklands,14196,2022,North Melbourne,Win,12,67,18,1
392,St Kilda,23,Home,74,2022-08-21,Sunday,5,Docklands,23344,2022,Sydney,Loss,10,-14,3,2
393,Sydney,23,Away,88,2022-08-21,Sunday,5,Docklands,23344,2022,St Kilda,Win,3,14,10,5
394,Port Adelaide,23,Home,111,2022-08-20,Saturday,8,Adelaide Oval,50090,2022,Adelaide,Win,11,56,14,1
395,Adelaide,23,Away,55,2022-08-20,Saturday,8,Adelaide Oval,50090,2022,Port Adelaide,Loss,14,-56,11,3
396,Carlton,1,Home,64,2019-03-21,Thursday,7,MCG,85016,2019,Richmond,Loss,14,-33,5,1
397,Richmond,1,Away,97,2019-03-21,Thursday,7,MCG,85016,2019,Carlton,Win,5,33,14,5
398,Collingwood,1,Home,65,2019-03-22,Friday,8,MCG,78017,2019,Geelong,Loss,11,-7,8,3
399,Geelong,1,Away,72,2019-03-22,Friday,8,MCG,78017,2019,Collingwood,Win,8,7,11,3
400,Melbourne,1,Home,61,2019-03-23,Saturday,2,MCG,38866,2019,Port Adelaide,Loss,13,-26,6,4
401,Port Adelaide,1,Away,87,2019-03-23,Saturday,2,MCG,38866,2019,Melbourne,Win,6,26,13,1
402,Adelaide,1,Home,55,2019-03-23,Saturday,4,Adelaide Oval,50180,2019,Hawthorn,Loss,15,-32,4,3
403,Hawthorn,1,Away,87,2019-03-23,Saturday,4,Adelaide Oval,50180,2019,Adelaide,Win,4,32,15,5
404,Western Bulldogs,1,Home,82,2019-03-23,Saturday,7,Docklands,32303,2019,Sydney,Win,7,17,12,3
405,Sydney,1,Away,65,2019-03-23,Saturday,7,Docklands,32303,2019,Western Bulldogs,Loss,12,-17,7,3
406,Brisbane Lions,1,Home,102,2019-03-23,Saturday,7,Gabba,20019,2019,West Coast,Win,3,44,16,1
407,West Coast,1,Away,58,2019-03-23,Saturday,7,Gabba,20019,2019,Brisbane Lions,Loss,16,-44,3,3
408,St Kilda,1,Home,85,2019-03-24,Sunday,1,Docklands,20291,2019,Gold Coast,Win,9,1,10,0
409,Gold Coast,1,Away,84,2019-03-24,Sunday,1,Docklands,20291,2019,St Kilda,Loss,10,-1,9,0
410,Greater Western Sydney,1,Home,112,2019-03-24,Sunday,3,Sydney Showground,15424,2019,Essendon,Win,1,72,18,3
411,Essendon,1,Away,40,2019-03-24,Sunday,3,Sydney Showground,15434,2019,Greater Western Sydney,Loss,18,-72,1,3
412,Fremantle,1,Home,141,2019-03-24,Sunday,3,Perth Stadium,40033,2019,North Melbourne,Win,2,82,17,1
413,North Melbourne,1,Away,59,2019-03-24,Sunday,3,Perth Stadium,40033,2019,Fremantle,Loss,17,-82,2,3
414,Richmond,2,Home,66,2019-03-28,Thursday,7,MCG,70699,2019,Collingwood,Loss,13,-44,7,5
415,Collingwood,2,Away,110,2019-03-28,Thursday,7,MCG,70699,2019,Richmond,Win,7,44,13,3
416,Sydney,2,Home,62,2019-03-29,Friday,8,SCG,32575,2019,Adelaide,Loss,14,-26,12,3
417,Adelaide,2,Away,88,2019-03-29,Friday,8,SCG,32575,2019,Sydney,Win,12,26,14,3
418,Essendon,2,Home,65,2019-03-30,Saturday,5,Docklands,44252,2019,St Kilda,Loss,17,-11,5,2
419,St Kilda,2,Away,76,2019-03-30,Saturday,5,Docklands,44252,2019,Essendon,Win,5,11,17,1
420,Port Adelaide,2,Home,88,2019-03-30,Saturday,5,Adelaide Oval,41552,2019,Carlton,Win,3,16,15,1
421,Carlton,2,Away,72,2019-03-30,Saturday,5,Adelaide Oval,41552,2019,Port Adelaide,Loss,15,-16,3,0
422,Geelong,2,Home,126,2019-03-30,Saturday,7,Kardinia Park,27561,2019,Melbourne,Win,1,80,18,3
423,Melbourne,2,Away,46,2019-03-30,Saturday,7,Kardinia Park,27561,2019,Geelong,Loss,18,-80,1,3
424,West Coast,2,Home,104,2019-03-30,Saturday,5,Perth Stadium,54985,2019,Greater Western Sydney,Win,10,52,8,3
425,Greater Western Sydney,2,Away,52,2019-03-30,Saturday,5,Perth Stadium,54985,2019,West Coast,Loss,8,-52,10,3
426,North Melbourne,2,Home,87,2019-03-31,Sunday,1,Docklands,23100,2019,Brisbane Lions,Loss,16,-20,2,2
427,Brisbane Lions,2,Away,107,2019-03-31,Sunday,1,Docklands,23100,2019,North Melbourne,Win,2,20,16,2
428,Hawthorn,2,Home,87,2019-03-31,Sunday,3,MCG,39368,2019,Western Bulldogs,Loss,9,-19,4,5
429,Western Bulldogs,2,Away,106,2019-03-31,Sunday,3,MCG,39368,2019,Hawthorn,Win,4,19,9,4
430,Gold Coast,2,Home,61,2019-03-31,Sunday,4,Carrara,10119,2019,Fremantle,Win,11,3,6,0
431,Fremantle,2,Away,58,2019-03-31,Sunday,4,Carrara,10119,2019,Gold Coast,Loss,6,-3,11,2
432,Adelaide,3,Home,75,2019-04-04,Thursday,7,Adelaide Oval,45631,2019,Geelong,Loss,13,-24,1,3
433,Geelong,3,Away,99,2019-04-04,Thursday,7,Adelaide Oval,45631,2019,Adelaide,Win,1,24,13,4
434,Melbourne,3,Home,112,2019-04-05,Friday,8,MCG,52475,2019,Essendon,Loss,18,-18,15,2
435,Essendon,3,Away,130,2019-04-05,Friday,8,MCG,52475,2019,Melbourne,Win,15,18,18,2
436,Carlton,3,Home,74,2019-04-06,Saturday,2,Docklands,39290,2019,Sydney,Loss,16,-19,12,0
437,Sydney,3,Away,93,2019-04-06,Saturday,2,Docklands,39290,2019,Carlton,Win,12,19,16,2
438,Greater Western Sydney,3,Home,125,2019-04-06,Saturday,5,Sydney Showground,12697,2019,Richmond,Win,4,49,14,2
439,Richmond,3,Away,76,2019-04-06,Saturday,5,Sydney Showground,12697,2019,Greater Western Sydney,Loss,14,-49,4,4
440,Brisbane Lions,3,Home,107,2019-04-06,Saturday,6,Gabba,19958,2019,Port Adelaide,Win,2,17,8,3
441,Port Adelaide,3,Away,90,2019-04-06,Saturday,6,Gabba,19958,2019,Brisbane Lions,Loss,8,-17,2,2
442,Collingwood,3,Home,76,2019-04-06,Saturday,7,MCG,60878,2019,West Coast,Loss,11,-22,6,4
443,West Coast,3,Away,98,2019-04-06,Saturday,7,MCG,60878,2019,Collingwood,Win,6,22,11,3
444,Western Bulldogs,3,Home,68,2019-04-07,Sunday,2,Docklands,22499,2019,Gold Coast,Loss,5,-5,9,4
445,Gold Coast,3,Away,73,2019-04-07,Sunday,2,Docklands,22499,2019,Western Bulldogs,Win,9,5,5,1
446,Hawthorn,3,Home,87,2019-04-07,Sunday,3,MCG,36174,2019,North Melbourne,Win,7,16,17,4
447,North Melbourne,3,Away,71,2019-04-07,Sunday,3,MCG,36174,2019,Hawthorn,Loss,17,-16,7,1
448,Fremantle,3,Home,71,2019-04-07,Sunday,3,Perth Stadium,38227,2019,St Kilda,Win,3,5,10,2
449,St Kilda,3,Away,66,2019-04-07,Sunday,3,Perth Stadium,38227,2019,Fremantle,Loss,10,-5,3,2
450,Sydney,4,Home,78,2019-04-11,Thursday,7,SCG,26669,2019,Melbourne,Loss,15,-22,16,2
451,Melbourne,4,Away,100,2019-04-11,Thursday,7,SCG,26669,2019,Sydney,Win,16,22,15,2
452,Collingwood,4,Home,78,2019-04-12,Friday,8,MCG,59257,2019,Western Bulldogs,Win,8,14,10,3
453,Western Bulldogs,4,Away,64,2019-04-12,Friday,8,MCG,59257,2019,Collingwood,Loss,10,-14,8,3
454,Geelong,4,Home,75,2019-04-13,Saturday,2,Kardinia Park,28780,2019,Greater Western Sydney,Loss,1,-4,2,5
455,Greater Western Sydney,4,Away,79,2019-04-13,Saturday,2,Kardinia Park,28780,2019,Geelong,Win,2,4,1,2
456,Essendon,4,Home,112,2019-04-13,Saturday,2,MCG,48289,2019,Brisbane Lions,Win,12,47,4,2
457,Brisbane Lions,4,Away,65,2019-04-13,Saturday,2,MCG,48289,2019,Essendon,Loss,4,-47,12,4
