,Team,Round,HomeAway,FinalScore,Date,Day,Time,Venue,ActualCrowd,Season,Opposition,WinLoss,LadderPosition
252,North Melbourne,15,Home,58,2022-06-26,Sunday,1.0,Bellerive Oval,5072,2022,Adelaide,Loss,18
253,Adelaide,15,Away,115,2022-06-26,Sunday,1.0,Bellerive Oval,5072,2022,North Melbourne,Win,13
254,Collingwood,15,Home,88,2022-06-26,Sunday,3.0,MCG,30804,2022,Greater Western Sydney,Win,7
255,Greater Western Sydney,15,Away,77,2022-06-26,Sunday,3.0,MCG,30804,2022,Collingwood,Loss,14
256,Port Adelaide,15,Home,93,2022-06-26,Sunday,4.0,Adelaide Oval,26241,2022,Gold Coast,Win,12
257,Gold Coast,15,Away,91,2022-06-26,Sunday,4.0,Adelaide Oval,26241,2022,Port Adelaide,Loss,11
258,Brisbane Lions,16,Home,108,2022-06-30,Thursday,7.0,Gabba,25011,2022,Western Bulldogs,Win,3
259,Western Bulldogs,16,Away,67,2022-06-30,Thursday,7.0,Gabba,25011,2022,Brisbane Lions,Loss,10
260,Carlton,16,Home,78,2022-07-01,Friday,8.0,Docklands,43194,2022,St Kilda,Loss,5
261,St Kilda,16,Away,93,2022-07-01,Friday,8.0,Docklands,43194,2022,Carlton,Win,9
262,Essendon,16,Home,95,2022-07-02,Saturday,2.0,MCG,43163,2022,Sydney,Win,16
263,Essendon,16,Home,95,2022-07-02,Saturday,2.0,MCG,43163,2022,Sydney,Win,16
264,Sydney,16,Away,86,2022-07-02,Saturday,2.0,MCG,43163,2022,Essendon,Loss,8
265,Adelaide,16,Home,65,2022-07-02,Saturday,4.0,Adelaide Oval,30702,2022,Melbourne,Loss,14
266,Melbourne,16,Away,94,2022-07-02,Saturday,4.0,Adelaide Oval,30702,2022,Adelaide,Win,1
267,Gold Coast,16,Home,62,2022-07-02,Saturday,7.0,Carrara,16027,2022,Collingwood,Loss,11
268,Collingwood,16,Away,67,2022-07-02,Saturday,7.0,Carrara,16027,2022,Gold Coast,Win,6
269,Geelong,16,Home,144,2022-07-02,Saturday,7.0,Kardinia Park,18091,2022,North Melbourne,Win,2
270,North Melbourne,16,Away,32,2022-07-02,Saturday,7.0,Kardinia Park,18091,2022,Geelong,Loss,18
271,Richmond,16,Home,128,2022-07-03,Sunday,2.0,MCG,39391,2022,West Coast,Win,7
272,West Coast,16,Away,93,2022-07-03,Sunday,2.0,MCG,39391,2022,Richmond,Loss,17
273,Greater Western Sydney,16,Home,72,2022-07-03,Sunday,3.0,Sydney Showground,4812,2022,Hawthorn,Win,13
274,Hawthorn,16,Away,50,2022-07-03,Sunday,3.0,Sydney Showground,4812,2022,Greater Western Sydney,Loss,15
275,Fremantle,16,Home,99,2022-07-03,Sunday,3.0,Perth Stadium,41326,2022,Port Adelaide,Win,4
276,Port Adelaide,16,Away,91,2022-07-03,Sunday,3.0,Perth Stadium,41326,2022,Fremantle,Loss,12
277,Port Adelaide,16,Away,91,2022-07-03,Sunday,3.0,Perth Stadium,41326,2022,Fremantle,Loss,12
278,Port Adelaide,16,Away,91,2022-07-03,Sunday,3.0,Perth Stadium,41326,2022,Fremantle,Loss,12
279,Geelong,17,Home,91,2022-07-07,Thursday,7.0,Kardinia Park,21501,2022,Melbourne,Win,1
280,Melbourne,17,Away,63,2022-07-07,Thursday,7.0,Kardinia Park,21501,2022,Geelong,Loss,2
281,Sydney,17,Home,120,2022-07-08,Friday,8.0,SCG,22226,2022,Western Bulldogs,Win,7
282,Western Bulldogs,17,Away,67,2022-07-08,Friday,8.0,SCG,22226,2022,Sydney,Loss,10
283,Collingwood,17,Home,88,2022-07-09,Saturday,2.0,MCG,45039,2022,North Melbourne,Win,6
284,North Melbourne,17,Away,81,2022-07-09,Saturday,2.0,MCG,45039,2022,Collingwood,Loss,18
285,Gold Coast,17,Home,94,2022-07-09,Saturday,5.0,Carrara,18031,2022,Richmond,Win,11
286,Richmond,17,Away,92,2022-07-09,Saturday,5.0,Carrara,18031,2022,Gold Coast,Loss,8
287,St Kilda,17,Home,70,2022-07-09,Saturday,7.0,Docklands,21652,2022,Fremantle,Loss,9
288,Fremantle,17,Away,111,2022-07-09,Saturday,7.0,Docklands,21652,2022,St Kilda,Win,3
289,Port Adelaide,17,Home,84,2022-07-09,Saturday,7.0,Adelaide Oval,24744,2022,Greater Western Sydney,Win,12
290,Greater Western Sydney,17,Away,29,2022-07-09,Saturday,7.0,Adelaide Oval,24744,2022,Port Adelaide,Loss,13
291,Brisbane Lions,17,Home,90,2022-07-10,Sunday,1.0,Gabba,29101,2022,Essendon,Loss,4
292,Essendon,17,Away,100,2022-07-10,Sunday,1.0,Gabba,29101,2022,Brisbane Lions,Win,16
293,Hawthorn,17,Home,86,2022-07-10,Sunday,3.0,Docklands,18833,2022,Adelaide,Win,14
294,Adelaide,17,Away,54,2022-07-10,Sunday,3.0,Docklands,18833,2022,Hawthorn,Loss,15
295,West Coast,17,Home,53,2022-07-10,Sunday,3.0,Perth Stadium,43359,2022,Carlton,Loss,17
296,Carlton,17,Away,116,2022-07-10,Sunday,3.0,Perth Stadium,43359,2022,West Coast,Win,5
297,Western Bulldogs,18,Home,84,2022-07-15,Friday,8.0,Docklands,25981,2022,St Kilda,Win,9
298,St Kilda,18,Away,56,2022-07-15,Friday,8.0,Docklands,25981,2022,Western Bulldogs,Loss,10
299,Adelaide,18,Home,86,2022-07-16,Saturday,1.0,Adelaide Oval,30110,2022,Collingwood,Loss,16
300,Collingwood,18,Away,91,2022-07-16,Saturday,1.0,Adelaide Oval,30110,2022,Adelaide,Win,5
301,Greater Western Sydney,18,Home,59,2022-07-16,Saturday,2.0,Manuka Oval,9010,2022,Brisbane Lions,Loss,15
302,Brisbane Lions,18,Away,99,2022-07-16,Saturday,2.0,Manuka Oval,9010,2022,Greater Western Sydney,Win,3
303,North Melbourne,18,Home,92,2022-07-16,Saturday,5.0,Docklands,22666,2022,Richmond,Win,18
304,Richmond,18,Away,88,2022-07-16,Saturday,5.0,Docklands,22666,2022,North Melbourne,Loss,8
305,Carlton,18,Home,55,2022-07-16,Saturday,7.0,MCG,68208,2022,Geelong,Loss,7
306,Geelong,18,Away,85,2022-07-16,Saturday,7.0,MCG,68208,2022,Carlton,Win,1
307,Fremantle,18,Home,65,2022-07-16,Saturday,6.0,Perth Stadium,46596,2022,Sydney,Loss,4
308,Sydney,18,Away,82,2022-07-16,Saturday,6.0,Perth Stadium,46596,2022,Fremantle,Win,6
309,Hawthorn,18,Home,102,2022-07-17,Sunday,1.0,MCG,22598,2022,West Coast,Win,13
310,West Coast,18,Away,77,2022-07-17,Sunday,1.0,MCG,22598,2022,Hawthorn,Loss,17
311,Melbourne,18,Home,83,2022-07-17,Sunday,3.0,Traeger Park,6312,2022,Port Adelaide,Win,2
312,Port Adelaide,18,Away,69,2022-07-17,Sunday,3.0,Traeger Park,6312,2022,Melbourne,Loss,11
313,Essendon,18,Home,103,2022-07-17,Sunday,5.0,Docklands,23484,2022,Gold Coast,Win,14
314,Gold Coast,18,Away,55,2022-07-17,Sunday,5.0,Docklands,23484,2022,Essendon,Loss,12
315,Richmond,19,Home,52,2022-07-22,Friday,8.0,Docklands,23549,2022,Fremantle,Loss,10
316,Fremantle,19,Away,52,2022-07-22,Friday,8.0,Docklands,23549,2022,Richmond,Win,5
317,Sydney,19,Home,118,2022-07-23,Saturday,2.0,SCG,25084,2022,Adelaide,Win,6
318,Adelaide,19,Away,85,2022-07-23,Saturday,2.0,SCG,25084,2022,Sydney,Loss,16
319,North Melbourne,19,Home,75,2022-07-23,Saturday,2.0,Bellerive Oval,9713,2022,Hawthorn,Loss,18
320,Hawthorn,19,Away,121,2022-07-23,Saturday,2.0,Bellerive Oval,9713,2022,North Melbourne,Win,13
321,Port Adelaide,19,Home,94,2022-07-23,Saturday,4.0,Adelaide Oval,30937,2022,Geelong,Loss,11
322,Geelong,19,Away,106,2022-07-23,Saturday,4.0,Adelaide Oval,30937,2022,Port Adelaide,Win,1
323,Brisbane Lions,19,Home,110,2022-07-23,Saturday,7.0,Gabba,21467,2022,Gold Coast,Win,3
324,Gold Coast,19,Away,93,2022-07-23,Saturday,7.0,Gabba,21467,2022,Brisbane Lions,Loss,12
325,Western Bulldogs,19,Home,110,2022-07-23,Saturday,7.0,Docklands,26501,2022,Melbourne,Win,8
326,Melbourne,19,Away,100,2022-07-23,Saturday,7.0,Docklands,26501,2022,Western Bulldogs,Loss,2
327,Carlton,19,Home,90,2022-07-24,Sunday,1.0,Docklands,30295,2022,Greater Western Sydney,Win,7
328,Greater Western Sydney,19,Away,54,2022-07-24,Sunday,1.0,Docklands,30295,2022,Carlton,Loss,15
329,Collingwood,19,Home,80,2022-07-24,Sunday,3.0,MCG,72402,2022,Essendon,Win,4
330,Essendon,19,Away,76,2022-07-24,Sunday,3.0,MCG,72402,2022,Collingwood,Loss,14
331,West Coast,19,Home,62,2022-07-24,Sunday,3.0,Perth Stadium,35665,2022,St Kilda,Loss,17
332,St Kilda,19,Away,90,2022-07-24,Sunday,3.0,Perth Stadium,35665,2022,West Coast,Win,9
333,Collingwood,20,Home,88,2022-07-30,Saturday,2.0,MCG,40716,2022,Port Adelaide,Win,3
334,Port Adelaide,20,Away,82,2022-07-30,Saturday,2.0,MCG,40716,2022,Collingwood,Loss,12
335,Essendon,20,Home,114,2022-07-31,Sunday,5.0,Docklands,29549,2022,North Melbourne,Win,14
336,North Melbourne,20,Away,66,2022-07-31,Sunday,5.0,Docklands,29549,2022,Essendon,Loss,18
337,Geelong,20,Home,94,2022-07-30,Saturday,7.0,Kardinia Park,22106,2022,Western Bulldogs,Win,1
338,Western Bulldogs,20,Away,66,2022-07-30,Saturday,7.0,Kardinia Park,22106,2022,Geelong,Loss,10
339,Gold Coast,20,Home,107,2022-07-31,Sunday,1.0,Carrara,8282,2022,West Coast,Win,11
340,West Coast,20,Away,104,2022-07-31,Sunday,1.0,Carrara,8282,2022,Gold Coast,Loss,17
341,Richmond,20,Home,104,2022-07-31,Sunday,3.0,MCG,39056,2022,Brisbane Lions,Win,9
342,Brisbane Lions,20,Away,97,2022-07-31,Sunday,3.0,MCG,39056,2022,Richmond,Loss,5
343,St Kilda,20,Home,75,2022-07-30,Saturday,5.0,Docklands,25348,2022,Hawthorn,Win,8
344,Hawthorn,20,Away,63,2022-07-30,Saturday,5.0,Docklands,25348,2022,St Kilda,Loss,13
345,Sydney,20,Home,112,2022-07-30,Saturday,2.0,SCG,31916,2022,Greater Western Sydney,Win,4
346,Greater Western Sydney,20,Away,39,2022-07-30,Saturday,2.0,SCG,31916,2022,Sydney,Loss,16
347,Adelaide,20,Home,84,2022-07-30,Saturday,8.0,Adelaide Oval,35666,2022,Carlton,Win,15
348,Carlton,20,Away,55,2022-07-30,Saturday,8.0,Adelaide Oval,35666,2022,Adelaide,Loss,7
349,Fremantle,20,Home,39,2022-07-29,Friday,8.0,Perth Stadium,46313,2022,Melbourne,Loss,6
350,Melbourne,20,Away,85,2022-07-29,Friday,8.0,Perth Stadium,46313,2022,Fremantle,Win,2
351,Melbourne,21,Home,89,2022-08-05,Friday,8.0,MCG,70596,2022,Collingwood,Loss,3
352,Collingwood,21,Away,96,2022-08-05,Friday,8.0,MCG,70596,2022,Melbourne,Win,2
353,Hawthorn,21,Home,70,2022-08-06,Saturday,2.0,York Park,9022,2022,Gold Coast,Win,13
354,Gold Coast,21,Away,63,2022-08-06,Saturday,2.0,York Park,9022,2022,Hawthorn,Loss,11
355,Greater Western Sydney,21,Home,96,2022-08-06,Saturday,2.0,Sydney Showground,7772,2022,Essendon,Win,16
356,Essendon,21,Away,69,2022-08-06,Saturday,2.0,Sydney Showground,7772,2022,Greater Western Sydney,Loss,14
357,Western Bulldogs,21,Home,78,2022-08-06,Saturday,5.0,Docklands,24130,2022,Fremantle,Loss,10
358,Fremantle,21,Away,95,2022-08-06,Saturday,5.0,Docklands,24130,2022,Western Bulldogs,Win,6
359,Geelong,21,Home,110,2022-08-06,Saturday,7.0,Kardinia Park,20583,2022,St Kilda,Win,1
360,St Kilda,21,Away,65,2022-08-06,Saturday,7.0,Kardinia Park,20583,2022,Geelong,Loss,9
361,Port Adelaide,21,Home,71,2022-08-06,Saturday,7.0,Adelaide Oval,27091,2022,Richmond,Loss,12
362,Richmond,21,Away,109,2022-08-06,Saturday,7.0,Adelaide Oval,27091,2022,Port Adelaide,Win,8
363,North Melbourne,21,Home,88,2022-08-07,Sunday,1.0,Docklands,19091,2022,Sydney,Loss,18
364,Sydney,21,Away,126,2022-08-07,Sunday,1.0,Docklands,19091,2022,North Melbourne,Win,4
365,Brisbane Lions,21,Home,114,2022-08-07,Sunday,3.0,Gabba,31011,2022,Carlton,Win,5
366,Carlton,21,Away,81,2022-08-07,Sunday,3.0,Gabba,31011,2022,Brisbane Lions,Loss,7
367,West Coast,21,Home,86,2022-08-07,Sunday,2.0,Perth Stadium,50117,2022,Adelaide,Loss,17
368,Adelaide,21,Away,102,2022-08-07,Sunday,2.0,Perth Stadium,50117,2022,West Coast,Win,15
369,St Kilda,22,Home,66,2022-08-12,Friday,8.0,Docklands,22211,2022,Brisbane Lions,Loss,10
370,Brisbane Lions,22,Away,81,2022-08-12,Friday,8.0,Docklands,22211,2022,St Kilda,Win,4
371,Western Bulldogs,22,Home,62,2022-08-13,Saturday,2.0,Docklands,18301,2022,Greater Western Sydney,Win,9
372,Greater Western Sydney,22,Away,57,2022-08-13,Saturday,2.0,Docklands,18301,2022,Western Bulldogs,Loss,16
373,Adelaide,22,Home,103,2022-08-13,Saturday,2.0,Adelaide Oval,28802,2022,North Melbourne,Win,14
374,North Melbourne,22,Away,74,2022-08-13,Saturday,2.0,Adelaide Oval,28802,2022,Adelaide,Loss,18
375,Gold Coast,22,Home,59,2022-08-13,Saturday,5.0,Carrara,14728,2022,Geelong,Loss,12
376,Geelong,22,Away,119,2022-08-13,Saturday,5.0,Carrara,14728,2022,Gold Coast,Win,1
377,Melbourne,22,Home,79,2022-08-13,Saturday,7.0,MCG,55705,2022,Carlton,Win,3
378,Carlton,22,Away,74,2022-08-13,Saturday,7.0,MCG,55705,2022,Melbourne,Loss,8
379,Fremantle,22,Home,71,2022-08-13,Saturday,6.0,Perth Stadium,53818,2022,West Coast,Win,6
380,West Coast,22,Away,47,2022-08-13,Saturday,6.0,Perth Stadium,53818,2022,Fremantle,Loss,17
381,Richmond,22,Home,128,2022-08-14,Sunday,1.0,MCG,59338,2022,Hawthorn,Win,7
382,Hawthorn,22,Away,67,2022-08-14,Sunday,1.0,MCG,59338,2022,Richmond,Loss,13
383,Sydney,22,Home,77,2022-08-14,Sunday,3.0,SCG,44659,2022,Collingwood,Win,2
384,Collingwood,22,Away,50,2022-08-14,Sunday,3.0,SCG,44659,2022,Sydney,Loss,5
385,Essendon,22,Home,62,2022-08-14,Sunday,5.0,Docklands,20568,2022,Port Adelaide,Loss,15
386,Port Adelaide,22,Away,146,2022-08-14,Sunday,5.0,Docklands,20568,2022,Essendon,Win,11
387,Brisbane Lions,23,Home,57,2022-08-19,Friday,8.0,Gabba,32172,2022,Melbourne,Loss,6
388,Melbourne,23,Away,115,2022-08-19,Friday,8.0,Gabba,32172,2022,Brisbane Lions,Win,2
389,Carlton,23,Home,74,2022-08-21,Sunday,3.0,MCG,88287,2022,Collingwood,Loss,9
390,Collingwood,23,Away,75,2022-08-21,Sunday,3.0,MCG,88287,2022,Carlton,Win,4
391,Essendon,23,Home,75,2022-08-20,Saturday,7.0,MCG,58366,2022,Richmond,Loss,15
392,Richmond,23,Away,141,2022-08-20,Saturday,7.0,MCG,58366,2022,Essendon,Win,7
393,Geelong,23,Home,131,2022-08-20,Saturday,5.0,Kardinia Park,21098,2022,West Coast,Win,1
394,West Coast,23,Away,46,2022-08-20,Saturday,5.0,Kardinia Park,21098,2022,Geelong,Loss,17
395,Greater Western Sydney,23,Home,69,2022-08-20,Saturday,2.0,Manuka Oval,7338,2022,Fremantle,Loss,16
396,Fremantle,23,Away,89,2022-08-20,Saturday,2.0,Manuka Oval,7338,2022,Greater Western Sydney,Win,5
397,Hawthorn,23,Home,64,2022-08-21,Sunday,1.0,York Park,13105,2022,Western Bulldogs,Loss,13
398,Western Bulldogs,23,Away,87,2022-08-21,Sunday,1.0,York Park,13105,2022,Hawthorn,Win,8
399,North Melbourne,23,Home,47,2022-08-20,Saturday,2.0,Docklands,14196,2022,Gold Coast,Loss,18
400,Gold Coast,23,Away,114,2022-08-20,Saturday,2.0,Docklands,14196,2022,North Melbourne,Win,12
401,St Kilda,23,Home,74,2022-08-21,Sunday,5.0,Docklands,23344,2022,Sydney,Loss,10
402,Sydney,23,Away,88,2022-08-21,Sunday,5.0,Docklands,23344,2022,St Kilda,Win,3
403,Port Adelaide,23,Home,111,2022-08-20,Saturday,8.0,Adelaide Oval,50090,2022,Adelaide,Win,11
404,Adelaide,23,Away,55,2022-08-20,Saturday,8.0,Adelaide Oval,50090,2022,Port Adelaide,Loss,14
405,Carlton,1,Home,64,2019-03-21,Thursday,7.0,MCG,85016,2019,Richmond,Loss,14
406,Richmond,1,Away,97,2019-03-21,Thursday,7.0,MCG,85016,2019,Carlton,Win,5
407,Collingwood,1,Home,65,2019-03-22,Friday,8.0,MCG,78017,2019,Geelong,Loss,11
408,Geelong,1,Away,72,2019-03-22,Friday,8.0,MCG,78017,2019,Collingwood,Win,8
409,Melbourne,1,Home,61,2019-03-23,Saturday,2.0,MCG,38866,2019,Port Adelaide,Loss,13
410,Port Adelaide,1,Away,87,2019-03-23,Saturday,2.0,MCG,38866,2019,Melbourne,Win,6
411,Adelaide,1,Home,55,2019-03-23,Saturday,4.0,Adelaide Oval,50180,2019,Hawthorn,Loss,15
412,Hawthorn,1,Away,87,2019-03-23,Saturday,4.0,Adelaide Oval,50180,2019,Adelaide,Win,4
413,Western Bulldogs,1,Home,82,2019-03-23,Saturday,7.0,Docklands,32303,2019,Sydney,Win,7
414,Sydney,1,Away,65,2019-03-23,Saturday,7.0,Docklands,32303,2019,Western Bulldogs,Loss,12
415,Brisbane Lions,1,Home,102,2019-03-23,Saturday,7.0,Gabba,20019,2019,West Coast,Win,3
416,West Coast,1,Away,58,2019-03-23,Saturday,7.0,Gabba,20019,2019,Brisbane Lions,Loss,16
417,St Kilda,1,Home,85,2019-03-24,Sunday,1.0,Docklands,20291,2019,Gold Coast,Win,9
418,Gold Coast,1,Away,84,2019-03-24,Sunday,1.0,Docklands,20291,2019,St Kilda,Loss,10
419,Greater Western Sydney,1,Home,112,2019-03-24,Sunday,3.0,Sydney Showground,15424,2019,Essendon,Win,1
420,Essendon,1,Away,40,2019-03-24,Sunday,3.0,Sydney Showground,15434,2019,Greater Western Sydney,Loss,18
421,Fremantle,1,Home,141,2019-03-24,Sunday,3.0,Perth Stadium,40033,2019,North Melbourne,Win,2
422,North Melbourne,1,Away,59,2019-03-24,Sunday,3.0,Perth Stadium,40033,2019,Fremantle,Loss,17
423,Richmond,2,Home,66,2019-03-28,Thursday,7.0,MCG,70699,2019,Collingwood,Loss,13
424,Collingwood,2,Away,110,2019-03-28,Thursday,7.0,MCG,70699,2019,Richmond,Win,7
425,Sydney,2,Home,62,2019-03-29,Friday,8.0,SCG,32575,2019,Adelaide,Loss,14
426,Adelaide,2,Away,88,2019-03-29,Friday,8.0,SCG,32575,2019,Sydney,Win,12
427,Essendon,2,Home,65,2019-03-30,Saturday,5.0,Docklands,44252,2019,St Kilda,Loss,17
428,St Kilda,2,Away,76,2019-03-30,Saturday,5.0,Docklands,44252,2019,Essendon,Win,5
429,Port Adelaide,2,Home,88,2019-03-30,Saturday,5.0,Adelaide Oval,41552,2019,Carlton,Win,3
430,Carlton,2,Away,72,2019-03-30,Saturday,5.0,Adelaide Oval,41552,2019,Port Adelaide,Loss,15
431,Geelong,2,Home,126,2019-03-30,Saturday,7.0,Kardinia Park,27561,2019,Melbourne,Win,1
432,Melbourne,2,Away,46,2019-03-30,Saturday,7.0,Kardinia Park,27561,2019,Geelong,Loss,18
433,West Coast,2,Home,104,2019-03-30,Saturday,5.0,Perth Stadium,54985,2019,Greater Western Sydney,Win,10
434,Greater Western Sydney,2,Away,52,2019-03-30,Saturday,5.0,Perth Stadium,54985,2019,West Coast,Loss,8
435,North Melbourne,2,Home,87,2019-03-31,Sunday,1.0,Docklands,23100,2019,Brisbane Lions,Loss,16
436,Brisbane Lions,2,Away,107,2019-03-31,Sunday,1.0,Docklands,23100,2019,North Melbourne,Win,2
437,Hawthorn,2,Home,87,2019-03-31,Sunday,3.0,MCG,39368,2019,Western Bulldogs,Loss,9
438,Western Bulldogs,2,Away,106,2019-03-31,Sunday,3.0,MCG,39368,2019,Hawthorn,Win,4
439,Gold Coast,2,Home,61,2019-03-31,Sunday,4.0,Carrara,10119,2019,Fremantle,Win,11
440,Fremantle,2,Away,58,2019-03-31,Sunday,4.0,Carrara,10119,2019,Gold Coast,Loss,6
441,Adelaide,3,Home,75,2019-04-04,Thursday,7.0,Adelaide Oval,45631,2019,Geelong,Loss,13
442,Geelong,3,Away,99,2019-04-04,Thursday,7.0,Adelaide Oval,45631,2019,Adelaide,Win,1
443,Melbourne,3,Home,112,2019-04-05,Friday,8.0,MCG,52475,2019,Essendon,Loss,18
444,Essendon,3,Away,130,2019-04-05,Friday,8.0,MCG,52475,2019,Melbourne,Win,15
445,Carlton,3,Home,74,2019-04-06,Saturday,2.0,Docklands,39290,2019,Sydney,Loss,16
446,Sydney,3,Away,93,2019-04-06,Saturday,2.0,Docklands,39290,2019,Carlton,Win,12
447,Greater Western Sydney,3,Home,125,2019-04-06,Saturday,5.0,Sydney Showground,12697,2019,Richmond,Win,4
448,Richmond,3,Away,76,2019-04-06,Saturday,5.0,Sydney Showground,12697,2019,Greater Western Sydney,Loss,14
449,Brisbane Lions,3,Home,107,2019-04-06,Saturday,6.0,Gabba,19958,2019,Port Adelaide,Win,2
450,Port Adelaide,3,Away,90,2019-04-06,Saturday,6.0,Gabba,19958,2019,Brisbane Lions,Loss,8
451,Collingwood,3,Home,76,2019-04-06,Saturday,7.0,MCG,60878,2019,West Coast,Loss,11
452,West Coast,3,Away,98,2019-04-06,Saturday,7.0,MCG,60878,2019,Collingwood,Win,6
453,Western Bulldogs,3,Home,68,2019-04-07,Sunday,2.0,Docklands,22499,2019,Gold Coast,Loss,5
454,Gold Coast,3,Away,73,2019-04-07,Sunday,2.0,Docklands,22499,2019,Western Bulldogs,Win,9
455,Hawthorn,3,Home,87,2019-04-07,Sunday,3.0,MCG,36174,2019,North Melbourne,Win,7
456,North Melbourne,3,Away,71,2019-04-07,Sunday,3.0,MCG,36174,2019,Hawthorn,Loss,17
457,Fremantle,3,Home,71,2019-04-07,Sunday,3.0,Perth Stadium,38227,2019,St Kilda,Win,3
458,St Kilda,3,Away,66,2019-04-07,Sunday,3.0,Perth Stadium,38227,2019,Fremantle,Loss,10
459,Sydney,4,Home,78,2019-04-11,Thursday,7.0,SCG,26669,2019,Melbourne,Loss,15
460,Melbourne,4,Away,100,2019-04-11,Thursday,7.0,SCG,26669,2019,Sydney,Win,16
461,Collingwood,4,Home,78,2019-04-12,Friday,8.0,MCG,59257,2019,Western Bulldogs,Win,8
462,Western Bulldogs,4,Away,64,2019-04-12,Friday,8.0,MCG,59257,2019,Collingwood,Loss,10
463,Geelong,4,Home,75,2019-04-13,Saturday,2.0,Kardinia Park,28780,2019,Greater Western Sydney,Loss,1
464,Greater Western Sydney,4,Away,79,2019-04-13,Saturday,2.0,Kardinia Park,28780,2019,Geelong,Win,2
465,Essendon,4,Home,112,2019-04-13,Saturday,2.0,MCG,48289,2019,Brisbane Lions,Win,12
466,Brisbane Lions,4,Away,65,2019-04-13,Saturday,2.0,MCG,48289,2019,Essendon,Loss,4
467,Port Adelaide,4,Home,92,2019-04-13,Saturday,4.0,Adelaide Oval,38864,2019,Richmond,Loss,11
468,Richmond,4,Away,99,2019-04-13,Saturday,4.0,Adelaide Oval,38864,2019,Port Adelaide,Win,13
469,North Melbourne,4,Home,71,2019-04-13,Saturday,7.0,Docklands,17207,2019,Adelaide,Win,17
470,Adelaide,4,Away,59,2019-04-13,Saturday,7.0,Docklands,17207,2019,North Melbourne,Loss,14
471,West Coast,4,Home,69,2019-04-13,Saturday,6.0,Perth Stadium,58219,2019,Fremantle,Win,3
472,Fremantle,4,Away,56,2019-04-13,Saturday,6.0,Perth Stadium,58219,2019,West Coast,Loss,7
473,Gold Coast,4,Home,59,2019-04-14,Sunday,3.0,Carrara,14176,2019,Carlton,Win,6
474,Carlton,4,Away,57,2019-04-14,Sunday,3.0,Carrara,14176,2019,Gold Coast,Loss,18
475,St Kilda,4,Home,74,2019-04-14,Sunday,3.0,Docklands,35883,2019,Hawthorn,Win,5
476,Hawthorn,4,Away,69,2019-04-14,Sunday,3.0,Docklands,35883,2019,St Kilda,Loss,9
477,Brisbane Lions,5,Home,61,2019-04-18,Thursday,8.0,Gabba,34017,2019,Collingwood,Loss,9
478,Collingwood,5,Away,123,2019-04-18,Thursday,8.0,Gabba,34017,2019,Brisbane Lions,Win,4
479,North Melbourne,5,Home,58,2019-04-19,Friday,4.0,Docklands,48278,2019,Essendon,Loss,18
480,Essendon,5,Away,116,2019-04-19,Friday,4.0,Docklands,48278,2019,North Melbourne,Win,7
481,West Coast,5,Home,53,2019-04-19,Friday,6.0,Perth Stadium,49290,2019,Port Adelaide,Loss,8
482,Port Adelaide,5,Away,95,2019-04-19,Friday,6.0,Perth Stadium,49290,2019,West Coast,Win,5
483,Greater Western Sydney,5,Home,82,2019-04-19,Friday,2.0,Manuka Oval,11277,2019,Fremantle,Loss,6
484,Fremantle,5,Away,106,2019-04-19,Friday,2.0,Manuka Oval,11277,2019,Greater Western Sydney,Win,3
485,Melbourne,5,Home,55,2019-04-20,Saturday,5.0,MCG,35558,2019,St Kilda,Loss,17
486,St Kilda,5,Away,95,2019-04-20,Saturday,5.0,MCG,35558,2019,Melbourne,Win,2
487,Richmond,5,Home,89,2019-04-20,Saturday,7.0,Docklands,40053,2019,Sydney,Win,10
488,Sydney,5,Away,67,2019-04-20,Saturday,7.0,Docklands,40053,2019,Richmond,Loss,16
489,Western Bulldogs,5,Home,57,2019-04-21,Sunday,1.0,Docklands,35069,2019,Carlton,Loss,14
490,Carlton,5,Away,101,2019-04-21,Sunday,1.0,Docklands,35069,2019,Western Bulldogs,Win,15
491,Adelaide,5,Home,119,2019-04-21,Sunday,4.0,Adelaide Oval,40847,2019,Gold Coast,Win,12
492,Gold Coast,5,Away,46,2019-04-21,Sunday,4.0,Adelaide Oval,40847,2019,Adelaide,Loss,11
493,Hawthorn,5,Home,90,2019-04-22,Monday,3.0,MCG,66347,2019,Geelong,Loss,13
494,Geelong,5,Away,113,2019-04-22,Monday,3.0,MCG,66347,2019,Hawthorn,Win,1
495,Richmond,6,Home,85,2019-04-22,Monday,8.0,MCG,72704,2019,Melbourne,Win,8
496,Melbourne,6,Away,42,2019-04-22,Monday,8.0,MCG,72704,2019,Richmond,Loss,18
497,Essendon,6,Home,69,2019-04-25,Thursday,3.0,MCG,92241,2019,Collingwood,Loss,10
498,Collingwood,6,Away,73,2019-04-25,Thursday,3.0,MCG,92241,2019,Essendon,Win,3
499,Port Adelaide,6,Home,88,2019-04-26,Friday,7.0,Adelaide Oval,36099,2019,North Melbourne,Win,5
500,North Melbourne,6,Away,72,2019-04-26,Friday,7.0,Adelaide Oval,36099,2019,Port Adelaide,Loss,17
501,Gold Coast,6,Home,62,2019-04-27,Saturday,2.0,Carrara,13694,2019,Brisbane Lions,Loss,13
502,Brisbane Lions,6,Away,111,2019-04-27,Saturday,2.0,Carrara,13694,2019,Gold Coast,Win,7
503,St Kilda,6,Home,68,2019-04-27,Saturday,5.0,Docklands,28404,2019,Adelaide,Loss,6
